sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
SRX6757166	2764190	True	109589760	39.646	869760	126	126	0	126	126	126	126	16	36.742	3.545	39	38.500	36	39	103324606	37.380	869102	35	118.887	15.755	125	125	125	125	16	36.840	3.504	39	38.500	36.500	39	0.00	26.74	23.82	22.79	0.00	26.65	3	66	95	0	16	291583	29460	19462	504	49148	0	3.03	66.67	95.96	0.00	99	2916552	Lactobacillus spp. strain	99	2916552	2728	2785	4	1	52	1	bronze	Low coverage (37.38x, expect >= 50x)
SRX6757167	2910730	True	237730500	81.674	1886750	126	126	0	126	126	126	126	15	36.934	3.456	39	38.500	36.500	39	224648181	77.179	1883296	35	119.285	15.186	125	125	125	125	16	37.043	3.384	39	38.500	36.500	39	0.00	26.76	23.99	22.63	0.00	26.62	8	50	75	0	11	222207	36077	15845	504	81933	0	9.88	61.73	92.59	0.00	81	2922300	Lactobacillus spp. strain	81	2922300	2737	2793	3	1	52	1	silver	Low coverage (77.18x, expect >= 100x)
SRX6757168	2809000	True	201166308	71.615	1596558	126	126	0	126	126	126	126	15	37.042	3.284	39	38.500	36.500	39	190365272	67.770	1595284	35	119.330	15.343	125	125	125	125	15	37.141	3.238	39	39	36.500	39	0.00	26.75	24.00	22.62	0.00	26.63	8	51	76	0	10	311316	35214	15169	504	73002	0	9.64	61.45	91.57	0.00	83	2922816	Lactobacillus spp. strain	83	2922816	2739	2800	6	1	54	1	silver	Low coverage (67.77x, expect >= 100x)
SRX6757169	2870390	True	226627884	78.954	1798634	126	126	0	126	126	126	126	16	37.008	3.312	39	38.500	36.500	39	213579047	74.408	1796868	35	118.862	16.031	125	125	125	125	16	37.126	3.259	39	38.500	36.500	39	0.00	26.74	23.88	22.74	0.00	26.64	8	53	78	0	11	311316	35217	17598	525	69774	0	9.64	63.86	93.98	0.00	83	2923077	Lactobacillus spp. strain	83	2923077	2737	2797	5	1	54	1	silver	Low coverage (74.41x, expect >= 100x)
SRX6757170	2882870	True	219846564	76.260	1744814	126	126	0	126	126	126	126	14	37.046	3.251	39	38.500	36.500	39	208298918	72.254	1742982	35	119.507	15.310	125	125	125	125	14.500	37.145	3.201	39	38.500	37	39	0.00	26.75	23.93	22.70	0.00	26.63	9	53	76	0	13	210941	35230	18512	504	69896	0	10.84	63.86	91.57	0.00	83	2924143	Lactobacillus spp. strain	83	2924143	2734	2795	5	1	55	1	silver	Low coverage (72.25x, expect >= 100x)
SRX6757171	2865050	True	179415180	62.622	1423930	126	126	0	126	126	126	126	16	36.976	3.347	39	38.500	36.500	39	170782817	59.609	1423088	35	120.009	14.426	125	125	125	125	16	37.059	3.307	39	38.500	36.500	39	0.00	26.69	23.89	22.77	0.00	26.65	8	51	65	0	13	190972	43828	35185	577	73823	0	11.94	76.12	97.01	0.00	67	2936526	Lactobacillus spp. strain	67	2936526	2748	2805	3	1	53	1	silver	Low coverage (59.61x, expect >= 100x)
SRX6757172	2793650	True	141212232	50.548	1120732	126	126	0.000	126	126	126	126	7.500	37.877	2.495	39	39	38	39	136981860	49.033	1117836	35	122.542	10.589	125	125	125	125	13	37.961	2.300	39	39	38	39	0.00	26.63	24.05	22.65	0.00	26.67	4	60	81	0	17	143057	34428	23853	524	63297	0	4.76	71.43	96.43	0.00	84	2892003	Lactobacillus spp. strain	84	2892003	2678	2738	4	1	55	1	bronze	Low coverage (49.03x, expect >= 50x)
SRX6757173	2787460	True	134496432	48.251	1067432	126	126	0	126	126	126	126	8	37.972	2.359	39	39	38	39	129717854	46.536	1064684	35	121.837	11.973	125	125	125	125	13.500	38.069	2.146	39	39	38	39	0.00	26.65	24.07	22.63	0.00	26.66	3	63	88	0	18	143057	31762	21640	524	58423	0	3.30	69.23	96.70	0.00	91	2890407	Lactobacillus spp. strain	91	2890407	2679	2737	4	1	53	1	bronze	Low coverage (46.54x, expect >= 50x)
SRX6757174	2884770	True	70778988	24.535	561738	126	126	0.000	126	126	126	126	8	37.809	2.471	39	38.500	38	39	68205876	23.643	560226	35	121.747	12.510	125	125	125	125	13.500	37.917	2.277	39	38.500	38	39	0.00	26.73	23.78	22.86	0.00	26.63	3	94	139	0	25	145023	20551	13844	557	31258	0	2.11	66.20	97.89	0.00	142	2918292	Lactobacillus spp. strain	142	2918292	2690	2732	4		37	1	bronze	Low coverage (23.64x, expect >= 50x)
SRX6757175	2811110	True	211043700	75.075	1674950	126	126	0	126	126	126	126	15.500	36.976	3.337	39	38.500	36.500	39	200302919	71.254	1673782	35	119.671	14.745	125	125	125	125	15.500	37.064	3.295	39	38.500	36.500	39	0.00	26.76	24.02	22.61	0.00	26.62	9	49	74	0	11	210941	36554	17088	504	75734	0	11.25	61.25	92.50	0.00	80	2924384	Lactobacillus spp. strain	80	2924384	2740	2801	5	1	55	1	silver	Low coverage (71.25x, expect >= 100x)
SRX6757176	3159060	True	383059404	121.257	3040154	126	126	0.000	126	126	126	126	15	37.096	3.189	39	38.500	36.500	39	315905927	100.000	2655458	35	118.965	15.512	125	125	125	125	14.500	37.181	3.140	39	38.500	37	39	0.00	26.74	23.94	22.69	0.00	26.63	10	45	70	0	11	198608	40063	21623	525	88444	0	13.70	61.64	95.89	0.00	73	2924631	Lactobacillus spp. strain	73	2924631	2734	2792	4	1	53	1	gold	passed all cutoffs
SRX6757177	2922320	True	219329964	75.053	1740714	126	126	0	126	126	126	126	16	37.050	3.203	39	38.500	36.500	39	204415437	69.950	1738560	35	117.578	17.361	125	125	125	125	16	37.180	3.135	39	38.500	37	39	0.00	26.73	23.97	22.65	0.00	26.65	7	53	76	0	15	166349	36522	23778	577	65936	0	8.75	66.25	95.00	0.00	80	2921818	Lactobacillus spp. strain	80	2921818	2733	2790	4	1	52	1	silver	Low coverage (69.95x, expect >= 100x)
SRX6757178	2816640	True	181620936	64.481	1441436	126	126	0.000	126	126	126	126	16.500	36.952	3.383	39	38.500	36.500	39	173043788	61.436	1440390	35	120.137	14.525	125	125	125	125	16.500	37.050	3.341	39	38.500	36.500	39	0.00	26.77	24.07	22.55	0.00	26.62	8	53	79	0	11	210941	35209	17054	525	69771	0	9.64	63.86	95.18	0.00	83	2922361	Lactobacillus spp. strain	83	2922361	2734	2793	5	1	53	1	silver	Low coverage (61.44x, expect >= 100x)
SRX681634	3106700	True	1291613881	415.751	5188072	15	248.959	13.793	251	251	251	251	12.500	34.914	3.538	38	36.500	34.500	37.500	310670028	100.000	1254648	35	247.615	15.143	250	250	250	250	14	34.985	3.503	38	36.500	34.500	37.500	0.00	27.78	22.12	22.36	0.00	27.74	9	16	21	0	4	547176	146266	76550	556	424220	0	40.91	72.73	95.45	0.00	22	3217853	Lactobacillus spp. strain	22	3217853	3016	3083	4		62	1	gold	passed all cutoffs
SRX682137	3109070	True	1312920983	422.287	5266504	15	249.296	12.584	251	251	251	251	12	35.231	3.528	38	36.500	34.500	37.500	310907040	100.000	1253702	35	247.991	13.961	250	250	250	250	14	35.304	3.492	38	36.500	34.500	37.500	0.00	27.74	22.50	21.98	0.00	27.79	8	13	18	0	3	691231	169319	59327	556	479415	0	42.11	68.42	94.74	0.00	19	3217073	Lactobacillus spp. strain	19	3217073	3017	3084	4		62	1	gold	passed all cutoffs
SRX682139	4176860	True	1082187506	259.091	4345648	15	249.028	13.581	251	251	251	251	10	35.037	3.519	38	36.500	34.500	37.500	417685839	100.000	1686270	35	247.698	14.769	250	250	250	250	13	35.109	3.482	38	36.500	34.500	37.500	0.00	27.77	22.87	21.61	0.00	27.75	8	14	19	0	3	691231	153274	59327	556	479402	0	38.10	66.67	90.48	0.00	21	3218763	Lactobacillus spp. strain	21	3218763	3020	3087	4		62	1	gold	passed all cutoffs
SRX682140	3096260	True	1242642067	401.337	4977962	15	249.629	11.526	251	251	251	251	11.500	35.069	3.531	38	36.500	34.500	37.500	309625934	100.000	1246884	35	248.320	12.936	250	250	250	250	12.500	35.142	3.491	38	36.500	34.500	37.500	0.00	27.81	22.47	22.01	0.00	27.71	10	15	20	0	4	547187	153266	85546	556	266983	0	47.62	71.43	95.24	0.00	21	3218600	Lactobacillus spp. strain	21	3218600	3019	3086	4		62	1	gold	passed all cutoffs
SRX682141	3190790	True	1383743870	433.669	5553440	15	249.169	13.006	251	251	251	251	12.500	35.201	3.428	38	36.500	34.500	37.500	319079039	100.000	1287072	35	247.911	13.980	250	250	250	250	14.500	35.269	3.394	38	36.500	34.500	37.500	0.00	27.76	22.54	21.97	0.00	27.73	9	18	24	0	4	528277	115344	35888	541	358578	0	32.14	64.29	85.71	0.00	28	3229647	Lactobacillus spp. strain	28	3229647	3024	3081	1		55	1	gold	passed all cutoffs
SRX682142	3195520	True	1291178610	404.059	5189832	15	248.790	14.320	251	251	251	251	11	35.172	3.428	38	36.500	34.500	37.500	319552032	100.000	1291058	35	247.512	15.138	250	250	250	250	13.500	35.239	3.393	38	36.500	34.500	37.500	0.00	27.82	21.80	22.71	0.00	27.67	11	23	28	0	5	528277	100955	41725	541	216070	0	34.38	71.88	87.50	0.00	32	3230569	Lactobacillus spp. strain	32	3230569	3024	3085	2		58	1	gold	passed all cutoffs
SRX682143	3174750	True	1200262612	378.065	4813564	15	249.350	12.601	251	251	251	251	12	35.202	3.421	38	36.500	34.500	37.500	317475005	100.000	1279742	35	248.077	13.696	250	250	250	250	14	35.269	3.389	38	36.500	34.500	37.500	0.00	27.81	21.87	22.64	0.00	27.68	11	21	25	0	5	528277	111419	44535	541	229391	0	37.93	72.41	86.21	0.00	29	3231151	Lactobacillus spp. strain	29	3231151	3028	3090	2		59	1	gold	passed all cutoffs
SRX682144	3211730	True	1511320420	470.563	6089880	15	248.169	16.067	251	251	251	251	11.500	35.039	3.498	38	36.500	34	37.500	321173013	100.000	1300870	35	246.891	16.812	250	250	250	250	13.500	35.109	3.463	38	36.500	34.500	37.500	0.00	27.79	22.19	22.32	0.00	27.70	12	22	28	0	5	528277	100918	36194	541	229450	0	37.50	68.75	87.50	0.00	32	3229403	Lactobacillus spp. strain	32	3229403	3025	3082	1		55	1	gold	passed all cutoffs
SRX682145	3045770	False	349269150	114.674	4656922	75	75	0	75	75	75	75	4	34.719	4.985	38	36	35	37	304576936	100	4106165	35	74.175	4.117	75	75	75	75	18	35.518	2.485	38	37	35	37	0.00	27.84	22.50	22.13	0.00	27.53	1	96	163	0	30	127256	15899	10364	508	31922	0	0.53	51.06	86.70	0.00	188	2989167	Lactobacillus spp. strain	188	2989167	2946	2972	2		23	1	bronze	Short read length (74.18bp, expect >= 75 bp);Single-end reads
SRX683685	3327820	True	489028254	146.952	1932918	253	253	0	253	253	253	253	12.500	34.567	4.149	38	36	34	37.500	332782100	100.000	1331914	36	249.852	3.131	250	250	250	250	13.500	34.662	4.142	38	36.500	34	37.500	0.00	26.72	24.23	22.41	0.00	26.64	8	39	62	0	8	311316	43681	14198	504	111197	0	11.94	58.21	92.54	0.00	67	2926640	Lactobacillus spp. strain	67	2926640	2742	2796	3	1	50	1	gold	passed all cutoffs
SRX683693	3435250	True	558207056	162.494	2206352	253	253	0	253	253	253	253	12	34.523	4.118	38	36	34	37.500	343524697	100.000	1374878	35	249.858	3.134	250	250	250	250	13.500	34.619	4.111	38	36	34	37.500	0.00	26.72	24.23	22.42	0.00	26.64	8	39	62	0	8	311317	41814	13568	504	111197	0	11.43	55.71	88.57	0.00	70	2926991	Lactobacillus spp. strain	70	2926991	2739	2793	3	1	50	1	gold	passed all cutoffs
SRX683696	3641710	False	350036853	96.119	1331950	200	262.800	42.100	300	300	215	300	16	29.276	4.279	38	29	26	33	349836421	96.064	1331938	35	262.652	42.102	300	300	215	300	16	29.282	4.281	38	29	26	33	0.00	26.74	24.10	22.54	0.00	26.62	9	47	72	0	12	221935	36548	13488	525	75261	0	11.25	58.75	90.00	0.00	80	2923891	Lactobacillus spp. strain	80	2923891	2743	2796	2	1	50	1	bronze	Single-end reads
SRX683698	3242560	True	491393804	151.545	1942268	253	253	0	253	253	253	253	12.500	34.245	4.210	38	36	33	36.500	324255965	100.000	1297630	37	249.883	2.954	250	250	250	250	13.500	34.337	4.207	38	36	33.500	37.500	0.00	26.65	24.29	22.46	0.00	26.60	9	36	55	0	8	311316	47692	18276	504	111197	0	15.00	60.00	91.67	0.00	60	2861547	Lactobacillus spp. strain	60	2861547	2670	2724	3	1	50	1	gold	passed all cutoffs
SRX683701	3775020	True	694660076	184.015	2745692	253	253	0	253	253	253	253	12	34.669	4.078	38	36.500	34	37.500	377502200	100.000	1511012	38	249.834	3.175	250	250	250	250	13.500	34.767	4.067	38	36.500	34	37.500	0.00	26.65	24.29	22.46	0.00	26.60	9	36	54	0	8	311316	48501	22903	504	111197	0	15.25	61.02	91.53	0.00	59	2861589	Lactobacillus spp. strain	59	2861589	2671	2725	3	1	50	1	gold	passed all cutoffs
SRX683705	3145280	True	438526924	139.424	1733308	253	253	0	253	253	253	253	11.500	34.014	4.295	38	35.500	33	36.500	314527820	100.000	1258870	37	249.850	3.161	250	250	250	250	12.500	34.111	4.294	38	36	33	37	0.00	26.64	24.31	22.47	0.00	26.58	9	34	45	0	7	311316	54949	33573	504	130333	0	17.65	66.67	88.24	0.00	51	2802431	Lactobacillus spp. strain	51	2802431	2616	2672	5	1	50	1	gold	passed all cutoffs
SRX683720	3284750	True	409227312	124.584	1590764	200	257.252	1.457	257.500	257.500	257.500	257.500	13.500	32.828	4.422	38	34.500	31	36	328474787	100.000	1316608	36	249.486	20.987	257.500	257.500	257.500	257.500	14	33.072	4.394	38	34.500	31	36	0.00	26.67	24.26	22.47	0.00	26.61	7	36	51	0	7	311317	50266	32774	525	118936	0	12.50	64.29	91.07	0.00	56	2814947	Lactobacillus spp. strain	56	2814947	2626	2686	4	1	55	1	gold	passed all cutoffs
SRX683733	3996300	True	656103705	164.178	2549944	214.500	257.301	1.081	257.500	257.500	257.500	257.500	13.500	32.743	4.329	38	34.500	30.500	36	399629963	100.000	1581914	35.500	252.625	15.544	257.500	257.500	257.500	257.500	14.500	32.868	4.323	38	34.500	31	36	0.00	26.68	24.37	22.36	0.00	26.59	8	35	48	0	7	311316	53133	33043	525	118934	0	15.09	66.04	90.57	0.00	53	2816101	Lactobacillus spp. strain	53	2816101	2630	2691	5	1	55	1	gold	passed all cutoffs
SRX683735	3214160	True	402411026	125.200	1563938	200	257.306	1.123	257.500	257.500	257.500	257.500	14	32.764	4.468	38	34.500	30.500	36	321416169	100.000	1278426	35	251.416	18.496	257.500	257.500	257.500	257.500	14.500	32.931	4.475	38	34.500	30.500	36	0.00	26.72	24.04	22.60	0.00	26.65	7	41	60	0	9	311316	45755	30659	525	85815	0	10.94	64.06	93.75	0.00	64	2928341	Lactobacillus spp. strain	64	2928341	2746	2806	4	1	55	1	gold	passed all cutoffs
SRX683744	2764190	True	816879956	295.522	3175094	202.500	257.277	1.270	257.500	257.500	257.500	257.500	13	32.383	4.434	38	34	30	35.500	276419068	100.000	1093750	35	252.726	15.311	257.500	257.500	257.500	257.500	14.500	32.517	4.422	38	34	30	35.500	0.00	26.74	24.24	22.40	0.00	26.63	8	38	54	0	8	311316	50544	32851	525	111197	0	13.79	65.52	93.10	0.00	58	2931586	Lactobacillus spp. strain	58	2931586	2750	2810	4	1	55	1	gold	passed all cutoffs
SRX6878787	1749600	True	114259687	65.306	509172	35	224.403	51.320	251	251	225.500	251	2	36.087	2.784	38	37	35.500	37.500	113454791	64.846	508678	35	223.038	51.481	250	250	225	250	15	36.147	2.537	38	37	35.500	37.500	0.00	32.73	17.31	17.25	0.00	32.71	0	51	168	0	27	62516	9056	4611	531	19530	0	0.00	26.15	86.15	0.00	195	1765967	Lactobacillus spp. strain	195	1765967	1648	1703	3	1	51	1	silver	Low coverage (64.85x, expect >= 100x);Too many contigs (195, expect <= 100)
SRX6878792	1713030	True	108037815	63.068	553432	35	195.214	70.720	246	251	139	251	2	36.768	3.027	38	37.500	36.500	38	106937546	62.426	551168	35	194.020	70.580	245	250	140	250	16.500	36.927	2.032	38	37.500	36.500	38	0.00	32.89	17.35	16.96	0.00	32.80	0	53	189	0	34	41501	7515	4595	520	14024	0	0.00	24.54	87.50	0.00	216	1623293	Lactobacillus spp. strain	216	1623293	1480	1534	3	1	50	1	bronze	Too many contigs (216, expect <= 200)
SRX6878807	1704980	True	130209594	76.370	586732	35	221.923	53.718	250	251	217	251	2	36.872	2.274	38	37.500	37	38	129323793	75.851	586118	35	220.644	53.854	250	250	215	250	14	36.929	1.969	38	37.500	37	38	0.00	32.96	17.19	17.09	0.00	32.76	1	49	107	0	18	143151	13869	6697	526	28149	0	0.82	40.16	87.70	0.00	122	1692081	Lactobacillus spp. strain	122	1692081	1571	1625	3	1	50	1	silver	Low coverage (75.85x, expect >= 100x);Too many contigs (122, expect <= 100)
SRX6878810	1618460	True	72660880	44.895	319408	35	227.486	50.052	251	251	245.500	251	2	34.565	3.840	38	35.500	33.500	37	72118897	44.560	319054	35	226.040	50.229	250	250	240	250	14	34.639	3.669	38	35.500	33.500	37	0.00	32.76	17.08	17.34	0.00	32.82	1	40	107	0	15	129556	13840	6754	593	29210	0	0.86	34.48	92.24	0.00	116	1605527	Lactobacillus spp. strain	116	1605527	1461	1518	3	1	53	1	bronze	Low coverage (44.56x, expect >= 50x)
SRX6878811	1697750	True	109712507	64.622	484758	35	226.324	51.057	251	251	240	251	2	36.947	2.330	38	38	37	38	108998536	64.202	484214	35	225.104	51.137	250	250	238.500	250	17	37.006	2.004	38	38	37	38	0.00	32.93	16.84	17.43	0.00	32.80	1	42	87	0	14	102381	16820	7505	540	40766	0	0.98	41.18	85.29	0.00	102	1715679	Lactobacillus spp. strain	102	1715679	1604	1660	3	1	52	1	silver	Low coverage (64.20x, expect >= 100x);Too many contigs (102, expect <= 100)
SRX6878812	1694300	True	103776672	61.250	452522	35	229.329	48.437	251	251	249	251	2	36.496	2.621	38	37.500	36	38	103088642	60.844	452038	35	228.053	48.581	250	250	245	250	15	36.560	2.333	38	37.500	36	38	0.00	32.75	17.31	16.89	0.00	33.05	3	39	57	0	10	170466	26102	13570	634	47816	0	4.84	62.90	91.94	0.00	62	1618328	Lactobacillus spp. strain	62	1618328	1515	1568	3	1	49	1	silver	Low coverage (60.84x, expect >= 100x)
SRX6878820	1721070	True	88518559	51.432	403346	35	219.461	58.877	251	251	218.500	251	2	34.431	4.098	38	35.500	33	37	87755556	50.989	402436	35	218.061	58.876	250	250	215	250	13.500	34.540	3.771	38	35.500	33.500	37	0.00	32.55	17.78	16.45	0.00	33.22	4	28	42	0	7	162387	37463	18870	525	78790	0	9.09	63.64	95.45	0.00	44	1648392	Lactobacillus spp. strain	44	1648392	1478	1532	3	1	50	1	silver	Low coverage (50.99x, expect >= 100x)
SRX6878824	1746340	True	93724275	53.669	417344	35	224.573	52.288	251	251	230	251	2	34.281	3.967	38	35.500	33	36.500	92955099	53.228	416728	35	223.060	52.362	250	250	225	250	14.500	34.367	3.749	38	35.500	33	36.500	0.00	32.90	17.08	16.99	0.00	33.03	2	39	68	0	11	159287	23336	12051	548	56795	0	2.67	52.00	90.67	0.00	75	1750229	Lactobacillus spp. strain	75	1750229	1649	1706	3	1	53	1	silver	Low coverage (53.23x, expect >= 100x)
SRX6897166	1754090	True	291936375	166.432	3905430	35	74.751	4.774	76	76	75	76	2	36.672	1.637	37	37	37	37	175408990	100.000	2379670	35	73.711	4.902	75	75	75	75	13.500	36.715	1.113	37	37	37	37	0.00	32.52	17.52	17.68	0.00	32.28	0	51	189	0	24	70990	8015	3417	508	16827	0	0.00	22.87	84.75	0.00	223	1787439	Lactobacillus spp. strain	223	1787439	1656	1708	3		48	1	bronze	Short read length (73.71bp, expect >= 75 bp);Too many contigs (223, expect <= 200)
SRX690300	4010410	True	756647178	188.671	2513778	301	301	0	301	301	301	301	2	34.394	3.314	37	36	33.500	36.500	401040885	100.000	1413604	35	283.701	19.978	290	300	276	298	19.500	35.536	1.995	37	36.500	35	36.500	0.00	26.59	23.83	22.58	0.00	27.01	8	17	23	0	4	469906	79998	31546	503	162732	0	30.77	65.38	88.46	0.00	26	2079961	Lactobacillus spp. strain	26	2079961	2061	2117	4	2	51	1	gold	passed all cutoffs
SRX690301	3636190	True	770991634	212.032	2561434	301	301	0	301	301	301	301	2	35.591	2.446	37	36.500	35.500	37	363618766	100.000	1240056	35.500	293.228	12.450	298.500	300	291	300	20	36.013	1.729	37	36.500	35.500	37	0.00	32.15	18.38	17.09	0.00	32.38	8	34	43	0	8	453417	57410	40091	551	113755	0	17.02	72.34	91.49	0.00	47	2698306	Lactobacillus spp. strain	47	2698306	2576	2633	4	2	52	1	gold	passed all cutoffs
SRX690302	1856510	True	783970754	422.282	2604554	301	301	0	301	301	301	301	2	34.047	3.364	37	35.500	33	36	185651225	100.000	681076	35	272.586	20.464	274	300	261.500	288	21	35.584	2.026	37	36.500	35	37	0.00	24.61	25.29	24.89	0.00	25.22	4	34	49	0	8	211830	32223	17251	562	74536	0	7.41	62.96	90.74	0.00	54	1740086	Lactobacillus spp. strain	54	1740086	1684	1761	4	2	72	1	gold	passed all cutoffs
SRX690303	3614050	True	759683666	210.202	2523866	301	301	0	301	301	301	301	2	35.324	2.594	37	36.500	35	36.500	361405497	100.000	1275338	35	283.380	17.663	287	300	274.500	297	20	36.020	1.737	37	36.500	35.500	37	0.00	31.06	19.12	19.03	0.00	30.79	5	32	45	0	9	257525	45922	24118	515	94378	0	9.80	62.75	88.24	0.00	51	2342044	Lactobacillus spp. strain	51	2342044	2288	2347	7	1	51	1	gold	passed all cutoffs
SRX6959881	2159340	True	187600676	86.879	1303222	50	143.952	16.794	149	149	148	149	16	33.415	2.093	35	34	33	35	183196174	84.839	1303062	37	140.589	16.456	145	145	145	145	16	33.478	2.094	35	34	33	35	0.00	31.53	18.27	18.50	0.00	31.70	1	64	127	0	19	103519	13975	7217	512	29504	0	0.69	44.14	87.59	0.00	145	2026409	Lactobacillus spp. strain	145	2026409	1967	2031	4	2	59	1	silver	Low coverage (84.84x, expect >= 100x);Too many contigs (145, expect <= 100)
SRX6959882	1765390	True	29941039	16.960	218686	50	136.913	20.372	147	149	129.500	148.500	17	29.379	2.766	35	30	28	31	29294235	16.594	218616	41	133.999	20.304	145	145	127.500	145	17	29.432	2.781	35	30	28	31.500	0.00	31.66	18.21	19.79	0.00	30.34	0	4	541	0	195	11358	1785	1320	500	2295	0	0.00	0.47	63.27	0.00	855	1526217	Lactobacillus spp. strain	855	1526217	1207	1217	2		8		exclude	Low coverage (16.59x, expect >= 20x);Too many contigs (855, expect <= 500)
SRX6959883	2132900	True	174834427	81.970	1223128	50	142.940	18.283	149	149	148	149	16	33.384	2.138	35	34	33	35	170687249	80.026	1222912	36	139.575	17.977	145	145	145	145	16	33.452	2.136	35	34	33	35	0.00	31.72	18.13	18.58	0.00	31.56	3	45	108	0	13	181411	17439	5574	506	47449	0	2.52	37.82	90.76	0.00	119	2075252	Lactobacillus spp. strain	119	2075252	2039	2101	3	5	58	1	silver	Low coverage (80.03x, expect >= 100x);Too many contigs (119, expect <= 100)
SRX6959885	2593990	True	401100889	154.627	1346516	35	297.880	12.537	300	300	299	300	12	34.028	3.079	37	35	33.500	36	259398551	100.000	875086	35	296.426	13.109	300	300	295	300	12.500	34.083	3.071	37	35	33.500	36	0.00	31.72	17.64	19.19	0.00	31.44	8	22	32	0	5	323129	61674	40674	658	128035	0	24.24	66.67	96.97	0.00	33	2035265	Lactobacillus spp. strain	33	2035265	1996	2059	4	4	58	1	gold	passed all cutoffs
SRX6959886	2144970	True	266707100	124.341	1835282	50	145.322	13.927	149	149	148	149	16.500	33.344	2.185	35	34	33	35	214496948	100.000	1511194	36	141.939	13.644	145	145	145	145	16.500	33.406	2.188	35	34	33	35	0.00	31.74	17.97	18.72	0.00	31.57	2	54	123	0	18	114137	14716	6389	508	34751	0	1.44	38.85	88.49	0.00	139	2045650	Lactobacillus spp. strain	139	2045650	2029	2091	4	3	57	1	silver	Too many contigs (139, expect <= 100)
SRX6959887	2431670	True	398177717	163.747	2737996	50	145.427	13.570	149	149	148	149	16	33.032	2.187	35	34	32.500	34	243166728	100.000	1711534	39	142.075	13.310	145	145	145	145	15.500	33.102	2.193	35	34	32.500	34.500	0.00	31.81	18.02	18.76	0.00	31.42	0	62	176	0	31	50959	10222	6057	526	23112	0	0.00	31.47	89.34	0.00	197	2013781	Lactobacillus spp. strain	197	2013781	1940	2001	2	1	58	1	silver	Too many contigs (197, expect <= 100)
SRX6959888	2539660	True	573314630	225.745	3920312	50	146.242	11.464	149	149	148	149	16	33.060	2.283	35	34	32.500	35	253966131	100.000	1778492	37	142.798	11.437	145	145	145	145	16.500	33.132	2.282	35	34	32.500	35	0.00	31.63	17.85	19.11	0.00	31.41	1	45	89	0	14	146953	19886	9367	521	41686	0	1.05	47.37	93.68	0.00	95	1889221	Lactobacillus spp. strain	95	1889221	1852	1914	4	5	57	1	gold	passed all cutoffs
SRX6959889	2603820	True	597270285	229.382	4069804	50	146.757	9.991	149	149	148	149	15.500	33.133	2.215	35	34	32.500	35	260381956	100.000	1816710	37	143.326	9.915	145	145	145	145	16	33.203	2.219	35	34	32.500	35	0.00	31.58	18.16	18.78	0.00	31.49	2	48	92	0	15	145215	18201	8195	506	33908	0	1.92	46.15	88.46	0.00	104	1892967	Lactobacillus spp. strain	104	1892967	1852	1909	3	5	53	1	silver	Too many contigs (104, expect <= 100)
SRX6959890	2738660	True	541705920	197.800	3688722	50	146.855	9.394	149	149	148	149	15.500	32.907	2.389	35	33.500	32	34.500	273866082	100.000	1908658	40	143.486	9.215	145	145	145	145	16.500	32.971	2.395	35	34	32	35	0.00	31.75	17.69	19.07	0.00	31.49	2	57	138	0	17	167621	14243	7059	576	30551	0	1.34	38.26	92.62	0.00	149	2122246	Lactobacillus spp. strain	149	2122246	2089	2147	3	3	54	1	silver	Too many contigs (149, expect <= 100)
SRX6959891	3229410	True	669895700	207.436	4551722	50	147.174	8.244	148.500	149	148	149	16	32.639	2.249	35	33.500	32	34	322941047	100.000	2246114	35	143.777	8.307	145	145	145	145	17	32.716	2.254	35	33.500	32	34	0.00	31.69	17.96	18.95	0.00	31.40	0	66	143	0	23	92633	14054	7676	512	29191	0	0.00	43.71	94.70	0.00	151	2122178	Lactobacillus spp. strain	151	2122178	2053	2111	3	3	54	1	silver	Too many contigs (151, expect <= 100)
