sample	assembly_species	assembly_taxon	top_mapped_taxon	top_mapped_reads	chao1_estimate	assembly_hit	input_reads	mapped_reads	ntu_observed_once	ntu_observed_twice	ntu_observed_three_plus	message
SRX456291	Lactobacillus casei BL23	Lactobacillus	Lactobacillus	6029	27.125	FM177140.2643060.2644629	1766723	6799	11	4	12	
SRX456292	Lactobacillus camelliae	Lactobacillus	Lactobacillus	4079	24.000	AB257864.1.1530	1348749	4936	8	4	16	
SRX456293	Lactobacillus plantarum	Lactobacillus	Lactobacillus	6253	n.d.	CP011769.1010671.1012246	2031548	7127	5	0	12	
SRX456294	Lactobacillus acetotolerans	Lactobacillus	Lactobacillus	6729	46.000	AP014808.73744.75256	1979229	8158	12	3	22	
SRX456295	Lactobacillus paralimentarius	Lactobacillus	Lactobacillus	2938	69.500	AY681134.1.1527	1540876	3319	11	1	9	
SRX456296	Lactobacillus buchneri NRRL B-30929	Lactobacillus	Lactobacillus	4608	38.000	CP002652.2300479.2302041	1776283	5395	10	2	13	
SRX456297	Lactobacillus cacaonum	Lactobacillus	Lactobacillus	2250	n.d.	AM905389.1.1527	1084050	2627	9	0	13	
SRX456298	Lactobacillus capillatus	Lactobacillus	Lactobacillus	4967	35.167	AB365976.1.1526	1300388	6421	11	3	15	
SRX456299	Lactobacillus paracollinoides	Lactobacillus	Lactobacillus	5466	18.000	CP014924.115701.117273	1883359	6457	4	2	14	
SRX456300	Lactobacillus composti	Lactobacillus	Lactobacillus	4130	31.125	AB268118.1.1522	1915760	5258	9	4	21	
SRX456301	Lactobacillus dextrinicus	Lactobacillus	Lactobacillus	7676	39.000	D87679.1.1464	1392916	9127	12	3	15	
SRX456302	Lactobacillus diolivorans	Lactobacillus	Lactobacillus	1913	36.500	AB429369.1.1535	1931116	2323	14	4	12	
SRX456303	Lactobacillus fabifermentans	Lactobacillus	Lactobacillus	5617	127.500	AM905388.1.1532	1711534	6470	15	1	15	
SRX456304	Lactobacillus floricola	Lactobacillus	Lactobacillus	5118	84.000	AB523780.1.1566	946210	7522	12	1	12	
SRX456305	Lactobacillus florum	Lactobacillus	Lactobacillus	16638	89.000	AB498045.1.1507	1395043	18742	24	4	17	
SRX456306	Lactobacillus futsaii	Lactobacillus	Lactobacillus	5314	n.d.	HQ322270.1.1542	1854943	5819	6	0	10	
SRX456307	Lactobacillus ghanensis	Lactobacillus	Lactobacillus	5938	104.500	DQ523489.1.1460	1393864	7384	13	1	20	
SRX456308	Lactobacillus graminis	Lactobacillus	Lactobacillus	5913	33.125	AM113778.1.1548	982178	7320	11	4	18	
SRX456309	Lactobacillus harbinensis;Serratia marcescens	Lactobacillus;Serratia	Lactobacillus	3472	47.500	AB194126.1.1507;CP027798.676811.678361	1657295	4143	14	4	23	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Serratia) does not match top mapped taxon (Lactobacillus)
SRX456310	Lactobacillus mali KCTC 3596 = DSM 20444	Lactobacillus	Lactobacillus	3340	36.250	BACP01000083.72.1611	1261514	3942	9	2	16	
SRX456311	Lactobacillus kefiranofaciens ZW3	Lactobacillus	Lactobacillus	3533	20.000	CP002764.142439.144002	1305897	3830	4	1	12	
SRX456312	Lactobacillus kefiranofaciens ZW3	Lactobacillus	Lactobacillus	4598	17.250	CP002764.142439.144002	1157026	5010	5	2	11	
SRX456313	Lactobacillus kefiri	Lactobacillus	Lactobacillus	3307	19.000	AB429371.1.1566	1805279	3789	6	3	13	
SRX456314	Heliconius cydno chioneus	Lactobacillus	Lactobacillus	6355	35.167	FAQT01011697.3404.5047	1733121	7351	11	3	15	
SRX456315	Lactobacillus paralimentarius	Lactobacillus	Lactobacillus	2649	43.250	AF183558.1.1522	1593846	3003	11	2	13	
SRX456316	Lactobacillus kisonensis	Lactobacillus	Lactobacillus	4144	84.000	AB366388.1.1565	1698073	4671	12	1	12	
SRX456317	Lactobacillus koreensis	Lactobacillus	Lactobacillus	6969	47.000	CP012033.1330944.1332518	1935450	7469	8	1	15	
SRX456318	Lactobacillus mali KCTC 3596 = DSM 20444	Lactobacillus	Lactobacillus	2707	34.600	BACP01000083.72.1611	1671834	3168	14	5	15	
SRX456319	Lactobacillus manihotivorans	Lactobacillus	Lactobacillus	4624	32.667	AF000162.1.1559	1973967	5460	10	3	16	
SRX456320	Lactobacillus nasuensis	Lactobacillus	Lactobacillus	5947	50.000	AB608051.1.1488	1275615	7030	8	1	18	
SRX456321	Lactobacillus nodensis	Lactobacillus	Lactobacillus	5012	28.500	AB332024.1.1556	1695424	5891	9	3	15	
SRX456322	Lactobacillus odoratitofui	Lactobacillus	Lactobacillus	5530	156.167	AB365975.1.1498	1682561	6474	29	3	16	
SRX456323	Lactobacillus otakiensis	Lactobacillus	Lactobacillus	4587	37.500	AB366386.1.1566	1315642	5223	7	1	13	
SRX456324	Lactobacillus ozensis	Lactobacillus	Lactobacillus	22933	76.250	AB572588.1.1541	1888592	28554	15	2	20	
SRX456325	Lactobacillus parabrevis	Lactobacillus	Lactobacillus	6317	64.000	AM158250.1.1518	1621557	6868	10	1	14	
SRX456326	Lactobacillus kefiri	Lactobacillus	Lactobacillus	4488	23.643	AB429371.1.1566	1841058	5163	11	7	15	
SRX456327	Lactobacillus perolens	Lactobacillus	Lactobacillus	4112	n.d.	Y19167.1.1566	1760297	4798	11	0	11	
SRX456328	Lactobacillus plantarum subsp. argentoratensis	Lactobacillus	Lactobacillus	4768	n.d.	CP032751.1080316.1081891	1766958	5404	5	0	15	
SRX456329	Lactobacillus pobuzihii E100301 = KCTC 13174	Lactobacillus	Lactobacillus	15013	41.643	AZCL01000058.618.2129	2095665	16726	17	7	21	
SRX456330	Lactobacillus rapi	Lactobacillus	Lactobacillus	6001	27.000	AB366389.1.1566	1649637	6624	8	2	11	
SRX456331	Lactobacillus senmaizukei	Lactobacillus	Lactobacillus	7083	29.100	AB682140.1.1491	1784980	8107	11	5	17	
SRX456332	Lactobacillus similis	Lactobacillus	Lactobacillus	6090	63.000	AB282889.1.1528	1880454	6720	10	1	13	
SRX456333	Lactobacillus sucicola	Lactobacillus	Lactobacillus	6562	25.125	AB433982.1.1503	1410733	8633	9	4	15	
SRX456334	Lactobacillus suebicus DSM 5007 = KCTC 3549	Lactobacillus	Lactobacillus	5991	15.000	BACO01000094.3324.4880	1780347	6862	2	2	14	
SRX456335	Lactobacillus sunkii	Lactobacillus	Lactobacillus	4545	28.667	AB366385.1.1567	1456051	5114	10	3	12	
SRX456336	Lactobacillus taiwanensis	Lactobacillus	Lactobacillus	20135	33.000	EU487512.1.1526	1754483	22354	8	2	17	
SRX456337	Lactobacillus pantheris	Lactobacillus	Lactobacillus	4651	84.000	AF413523.1.1559	1522177	5622	12	1	12	
SRX456338	Lactobacillus aquaticus	Lactobacillus	Lactobacillus	7042	29.100	DQ664203.1.1528	2082648	9042	11	5	17	
SRX456339	Lactobacillus vini	Lactobacillus	Lactobacillus	1908	48.000	AY681131.1.1510	1674090	2406	8	1	16	
SRX456340	Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	Lactobacillus	Lactobacillus	2002	39.000	CP017697.682377.683955	1012618	2462	8	1	7	
SRX456341			Lactobacillus	7254	21.500		876370	7721	5	1	9	WARNING: missing SPAdes assembly of the SSU
SRX456342	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2007	16.250	CP032359.485125.486700	889531	2066	7	2	4	
SRX456343	Lactobacillus zymae	Lactobacillus	Lactobacillus	7123	60.643	LT854705.1650814.1652357	1875882	8355	25	7	16	
SRX456344	Lactobacillus crustorum	Lactobacillus	Lactobacillus	8397	34.500	CP017996.2229707.2231261	1245227	9031	15	5	12	
SRX456345	Lactobacillus frumenti	Lactobacillus	Lactobacillus	1924	n.d.	AJ250074.1.1561	1096142	2088	7	0	12	
SRX456346	Lactobacillus hammesii	Lactobacillus	Lactobacillus	5398	28.562	AJ632219.1.1549	1854417	6068	13	8	18	
SRX456347	Lactobacillus mindensis	Lactobacillus	Lactobacillus	3428	16.250	AJ313530.1.1544	1316243	3788	5	2	10	
SRX456348	Lactobacillus namurensis	Lactobacillus	Lactobacillus	7274	44.167	AM259118.1.1518	1691106	8413	13	3	16	
SRX456349	Lactobacillus heilongjiangensis	Lactobacillus	Lactobacillus	5918	95.500	CP012559.2345774.2347347	1696348	6481	13	1	11	
SRX456350	uncultured bacterium	Lactobacillus	Lactobacillus	8079	19.167	GQ505032.1.1537	1511491	8606	5	3	15	
SRX456351	Lactobacillus paralimentarius	Lactobacillus	Lactobacillus	6542	23.250	AJ417500.1.1563	1461748	7168	7	2	11	
SRX456352	Lactobacillus pontis	Lactobacillus	Lactobacillus	5596	n.d.	X76329.1.1570	959970	6172	18	0	15	
SRX456353	Lactobacillus rossiae DSM 15814	Lactobacillus	Lactobacillus	3534	27.500	AKZK01000036.81.1634	1666685	5237	5	1	15	
SRX456354	Lactobacillus sanfranciscensis TMW 1.1304	Lactobacillus	Lactobacillus	15143	n.d.	CP002461.1279132.1280701	1288024	18432	13	0	15	
SRX456355	Lactobacillus spicheri	Lactobacillus	Lactobacillus	5537	69.250	AJ534844.1.1536	1497789	6572	15	2	13	
SRX456356	Lactobacillus zymae	Lactobacillus	Lactobacillus	7214	84.083	LT854705.1650814.1652357	1855914	8790	29	6	14	
SRX456357	Lactobacillus amylolyticus DSM 11664	Lactobacillus	Lactobacillus	4807	n.d.	ADNY01000006.3530.5081	888968	5389	10	0	14	
SRX456358	Lactobacillus amylophilus DSM 20533 = JCM 1125	Lactobacillus	Lactobacillus	6795	62.167	CP018888.1144590.1146171	1240479	8789	17	3	14	
SRX456359	Lactobacillus farraginis	Lactobacillus	Lactobacillus	2257	214.000	AB262731.1.1514	1760458	2678	20	1	14	
SRX456360	Lactobacillus buchneri ATCC 11577	Lactobacillus	Lactobacillus	7466	78.000	ACGH01000101.75.1636	1775209	8299	16	2	14	
SRX456361	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3496	46.667	CP012920.557031.558613	956071	4181	14	3	14	
SRX456362	Lactobacillus malefermentans DSM 5705 = KCTC 3548	Lactobacillus	Lactobacillus	7265	31.000	BACN01000105.142.1687	1907855	9051	6	1	13	
SRX456363	Lactobacillus nagelii	Lactobacillus	Lactobacillus	7789	44.900	AB162131.1.1531	1357466	9259	17	5	16	
SRX456364	Lactobacillus oeni	Lactobacillus	Lactobacillus	8075	57.500	AY681127.1.1556	1138100	9701	9	1	17	
SRX456365	Lactobacillus parafarraginis	Lactobacillus	Lactobacillus	4128	26.333	AB262735.1.1544	1570178	4645	8	6	21	
SRX456366	Lactobacillus paraplantarum	Lactobacillus	Lactobacillus	3279	n.d.	CP032744.1079068.1080643	1717128	3723	5	0	14	
SRX456367	Lactobacillus sakei	Lactobacillus	Lactobacillus	8846	53.000	AP017931.1459045.1460621	1251178	9851	12	2	17	
SRX456368	Lactobacillus satsumensis	Lactobacillus	Lactobacillus	9446	19.600	AB154519.1.1556	1611957	10772	6	5	16	
SRX456369			Lactobacillus	2083	45.250		725918	2142	13	2	3	WARNING: missing SPAdes assembly of the SSU
SRX456370	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2367	12.000	CP014201.1046218.1047796	803869	2402	4	1	4	
SRX4636333	Lactobacillus fermentum	Lactobacillus	Lactobacillus	1979	306.400	AP017973.1435046.1436618	440966	7032	84	20	130	
SRX4791890	Lactobacillus acidophilus NCFM	Lactobacillus	Lactobacillus	8125	17.125	CP000033.1632689.1634260	791833	8268	7	4	11	
SRX4890322	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	930	30.000	AFYE01000091.124.1666	364344	1090	12	4	12	
SRX4890324	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2945	41.000	CP029686.1212146.1213724	1121206	3324	12	3	17	
SRX4890325	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3028	23.000	CP014201.1046218.1047796	1071917	3247	6	2	14	
SRX4958455	Lactobacillus fermentum	Lactobacillus	Lactobacillus	9748	16.500	AP017973.1435046.1436618	2825171	11984	3	1	12	
SRX4985825	Lactobacillus reuteri	Lactobacillus	Lactobacillus	2376	n.d.	CP015408.302655.304239	479048	2395	1	0	3	
SRX4985826	Lactobacillus reuteri	Lactobacillus	Lactobacillus	2722	36.000	CP015408.302655.304239	462197	2979	8	1	4	
SRX5002688	Lactobacillus reuteri	Lactobacillus	Lactobacillus	4979	32.000	CP014786.1901091.1902675	831836	5337	12	4	14	
SRX5025521	uncultured bacterium	Lactobacillus	Lactobacillus	3421	116.182	AY959177.1.1555	903240	3817	42	11	36	
SRX5026081	Lactobacillus apis	Lactobacillus	Lactobacillus	1543	4.000	CP029476.75988.77561	410465	1558	4	4	2	
SRX5026082	uncultured Lactobacillus sp.	Lactobacillus	Lactobacillus	1587	2.667	AY370183.1.1532	411599	1599	2	3	2	
SRX5026083	uncultured Lactobacillus sp.	Lactobacillus	Lactobacillus	1551	25.500	AY370183.1.1532	450633	1560	7	1	1	
SRX5026084	Lactobacillus kullabergensis	Lactobacillus	Lactobacillus	1680	26.000	CP029477.1363180.1364753	468967	1694	10	2	1	
SRX5026085	Lactobacillus helsingborgensis	Lactobacillus	Lactobacillus	1490	n.d.	CP029544.1276417.1277990	425235	1500	3	0	3	
SRX5026086	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1446	36.000	FOMN01000019.107.1676	369778	1469	8	1	4	
SRX5026087	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1702	45.500	FOMN01000019.107.1676	411609	1726	9	1	5	
SRX5026088	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1492	27.500	FOMN01000019.107.1676	362742	1510	7	1	3	
SRX5026089	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1477	14.250	FOMN01000019.107.1676	372922	1492	7	2	2	
SRX5026090	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1749	14.500	FOMN01000019.107.1676	408342	1764	9	3	1	
SRX5026091	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1572	9.000	FOMN01000019.107.1676	360460	1591	6	3	3	
SRX5026092	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1493	18.000	FOMN01000019.107.1676	372458	1508	8	2	2	
SRX5026093	Lactobacillus bombicola	Lactobacillus	Lactobacillus	2268	23.250	FOMN01000019.107.1676	426875	2291	9	2	3	
SRX5026094	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1741	35.000	FOMN01000019.107.1676	406331	1757	8	1	3	
SRX5026095	Lactobacillus bombicola	Lactobacillus	Lactobacillus	1734	43.500	FOMN01000019.107.1676	424271	1752	9	1	3	
SRX5192487	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3258	19.000	CP014786.1901091.1902675	684378	3343	4	1	11	
SRX5192488	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2547	15.250	CP011769.1010671.1012246	1113057	2629	5	2	9	
SRX5192505	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2639	13.500	CP029686.1212146.1213724	1029809	2696	3	1	9	
SRX542237	Lactobacillus salivarius	Lactobacillus	Lactobacillus	20997	68.167	CP017107.541095.542664	2181017	24540	17	3	20	
SRX547191	Lactobacillus salivarius	Lactobacillus	Lactobacillus	16229	254.273	CP017107.541095.542664	2218188	19821	98	22	36	
SRX5620993	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2141	20.667	CP014201.1046218.1047796	596405	2172	10	3	4	
SRX5620998	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2404	10.400	CP029686.1212146.1213724	665594	2448	8	5	4	
SRX5620999	Lactobacillus fermentum	Lactobacillus	Lactobacillus	2974	7.667	AP017973.1435046.1436618	519456	3002	4	3	5	
SRX5621000	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2227	9.333	CP014201.1046218.1047796	632249	2266	8	6	4	
SRX5653696	Lactobacillus delbrueckii subsp. lactis	Lactobacillus	Lactobacillus	12905	68.000	CP018215.909171.910742	1524103	15210	20	4	18	
SRX5653697	Lactobacillus delbrueckii subsp. lactis	Lactobacillus	Lactobacillus	20311	530.130	CP018215.909171.910742	1690107	24453	150	23	41	
SRX5653698	Lactobacillus delbrueckii subsp. lactis	Lactobacillus	Lactobacillus	21264	313.587	CP018215.909171.910742	1706471	25486	113	23	36	
SRX5705607	Lactobacillus buchneri NRRL B-30929	Lactobacillus	Lactobacillus	4576	27.500	CP002652.2300479.2302041	1120575	5430	9	3	14	
SRX5705608	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3768	70.250	CP003043.854077.855639	1040825	4497	15	2	14	
SRX5705609	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3632	18.167	CP003043.854077.855639	1097926	4317	5	3	14	
SRX5705610	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3606	56.500	CP003043.854077.855639	996877	4280	9	1	16	
SRX5705611	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3821	33.000	CP003043.854077.855639	1106805	4570	12	4	15	
SRX5705613	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3609	98.500	CP003043.854077.855639	947738	4235	13	1	14	
SRX5705614	Lactobacillus curvatus	Lactobacillus	Lactobacillus	5517	34.333	AP018699.1478534.1480099	929423	6612	14	6	18	
SRX5705615	Lactobacillus paracasei	Lactobacillus	Lactobacillus	4932	27.125	CP029686.1212146.1213724	1372157	5629	9	4	17	
SRX5705617	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3921	69.250	CP003043.854077.855639	1115388	4643	15	2	13	
SRX5705618	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	4062	23.667	CP003043.854077.855639	1099673	4757	8	3	13	
SRX5705619	Lactobacillus amylovorus	Lactobacillus	Lactobacillus	4873	33.667	EF120369.1.1560	835218	5340	10	3	17	
SRX5705620	Lactobacillus buchneri CD034	Lactobacillus	Lactobacillus	3798	62.167	CP003043.854077.855639	1105056	4517	17	3	14	
SRX5725484	Lactobacillus murinus	Lactobacillus	Lactobacillus	4771	18.000	CP023566.832314.833884	907253	5054	4	1	10	
SRX5726460	Lactobacillus murinus	Lactobacillus	Lactobacillus	6247	n.d.	CP023566.832314.833884	1213709	6733	7	0	11	
SRX5766037	Lactobacillus intestinalis	Lactobacillus	Lactobacillus	8915	12.500	AJ306299.1.1513	1028468	9039	3	1	8	
SRX5766040	Lactobacillus johnsonii FI9785	Lactobacillus	Lactobacillus	11181	7.000	FN298497.455618.457268	1014903	11297	2	1	5	
SRX5823655	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	5860	11.500	CP012920.557031.558613	605295	6756	3	1	7	
SRX5823656	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3240	6.000	CP012920.557031.558613	518121	3574	0	2	6	
SRX5823657	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3827	n.d.	CP012920.557031.558613	562527	4422	3	0	7	
SRX5823837	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3596	11.500	CP015408.302655.304239	640276	3690	3	1	7	
SRX5823838	Lactobacillus reuteri	Lactobacillus	Lactobacillus	1106	n.d.	LN906634.1351830.1353400	210720	1154	2	0	6	
SRX5831611	Lactobacillus animalis KCTC 3501 = DSM 20602	Lactobacillus	Lactobacillus	2658	12.500	AEOF01000010.3322.4865	528627	2725	6	4	8	
SRX5843336	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	2137	n.d.	CP000413.1565823.1567401	302450	2156	3	0	4	
SRX5843343	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1574	n.d.	CP018809.1516019.1517589	325343	1628	1	0	5	
SRX5843369	Lactobacillus reuteri TD1	Lactobacillus	Lactobacillus	1720	n.d.	CP006603.682158.683754	439456	1742	4	0	6	
SRX5843371	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	1969	4.000	AP018549.475961.477529	470522	1991	2	2	3	
SRX5949263	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2546	7.000	FN692037.427906.429457	920095	2575	4	2	3	
SRX5949277	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1780	13.000	CP018809.1516019.1517589	601808	1825	4	1	5	
SRX5986001	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2717	28.167	FN692037.427906.429457	672008	2823	11	3	8	
SRX5986002	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2295	17.500	FN692037.427906.429457	562273	2352	10	4	5	
SRX5986003	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2614	17.667	FN692037.427906.429457	671777	2689	8	3	7	
SRX5992450	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2779	19.900	AFYE01000091.124.1666	657756	3086	7	5	15	
SRX5992479	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2616	55.500	CP029686.1212146.1213724	839818	2863	9	1	15	
SRX5992516	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3260	n.d.	AFYE01000091.124.1666	833979	3612	10	0	14	
SRX5992517	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3478	26.500	AFYE01000091.124.1666	874227	3875	9	3	13	
SRX5992518	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2802	48.000	AFYE01000091.124.1666	817740	3212	16	4	16	
SRX5992519	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	1867	31.250	AFYE01000091.124.1666	487655	2075	9	2	11	
SRX5992520	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	4315	64.500	AFYE01000091.124.1666	959010	4909	18	4	24	
SRX5992521	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	5013	79.125	AFYE01000091.124.1666	1231039	5701	21	4	24	
SRX5992522	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3667	38.600	AFYE01000091.124.1666	1048373	4113	16	5	13	
SRX5992523	Bacteroides clarus;Lactobacillus ruminis ATCC 25644	Bacteroides;Lactobacillus	Lactobacillus	3801	36.062	AB490801.1.1479;AFYE01000091.124.1666	1016059	4375	17	8	18	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Bacteroides;Lactobacillus) does not match top mapped taxon (Lactobacillus)
SRX5992524	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3665	20.000	AFYE01000091.124.1666	994342	4097	8	4	12	
SRX5992525	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	1591	12.667	AFYE01000091.124.1666	376610	1767	4	3	10	
SRX5992559	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3900	35.750	AFYE01000091.124.1666	921678	4439	15	6	17	
SRX5992562	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3938	28.100	AFYE01000091.124.1666	822274	4367	9	5	20	
SRX5992563	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3555	17.125	AFYE01000091.124.1666	764803	3862	7	4	11	
SRX5992564	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	4717	20.000	AFYE01000091.124.1666	763677	5054	8	4	12	
SRX5992565	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3219	60.500	AFYE01000091.124.1666	861645	3673	18	4	20	
SRX5992566	Lactobacillus ruminis ATCC 25644;Bifidobacterium longum subsp. infantis	Lactobacillus;Bifidobacterium	Lactobacillus	5150	178.167	AFYE01000091.124.1666;LN824140.1861843.1863339	1450488	6339	31	3	18	WARNING: Multiple SSUs were assembled by SPAdes;WARNING: Assembly taxon (Lactobacillus;Bifidobacterium) does not match top mapped taxon (Lactobacillus)
SRX5992567	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3159	34.600	AFYE01000091.124.1666	828587	3631	14	5	15	
SRX5992568	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	5004	45.500	AFYE01000091.124.1666	1287488	5758	21	7	14	
SRX5992569	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3252	37.900	AFYE01000091.124.1666	849013	3745	13	5	21	
SRX5992738	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	1991	46.000	AFYE01000091.124.1666	471419	2223	8	1	14	
SRX5992739	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	3357	23.000	AFYE01000091.124.1666	798479	3702	8	4	15	
SRX5992740	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2303	33.167	AFYE01000091.124.1666	587970	2543	11	3	13	
SRX5992741	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2418	25.500	AFYE01000091.124.1666	594904	2696	10	4	13	
SRX5992742	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2096	61.000	AFYE01000091.124.1666	505750	2309	10	1	11	
SRX5992743	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2811	18.900	AFYE01000091.124.1666	788240	3108	7	5	14	
SRX5992754	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	4721	26.000	AFYE01000091.124.1666	1402343	5304	12	9	18	
SRX5992755	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	1566	33.000	AFYE01000091.124.1666	335422	1718	10	2	8	
SRX5992780	Lactobacillus ruminis ATCC 25644	Lactobacillus	Lactobacillus	2415	n.d.	AFYE01000091.124.1666	552091	2648	14	0	13	
SRX5992812	Lactobacillus paracasei	Lactobacillus	Lactobacillus	1615	24.500	CP029686.1212146.1213724	616249	1754	9	3	11	
SRX5992813	Lactobacillus paracasei	Lactobacillus	Lactobacillus	2945	41.000	CP029686.1212146.1213724	1121206	3324	12	3	17	
SRX5992983	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3078	27.250	CP014201.1046218.1047796	1310939	3373	7	2	15	
SRX5992984	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3129	13.125	CP014201.1046218.1047796	1081531	3246	5	4	10	
SRX5992986	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	977	7.667	CP014201.1046218.1047796	396586	1099	2	3	7	
SRX5992987	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2254	19.167	CP014201.1046218.1047796	1081985	2438	7	3	11	
SRX5992990	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2724	24.000	CP014201.1046218.1047796	1090968	2930	10	5	14	
SRX5992991	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1698	19.667	CP014201.1046218.1047796	539051	1767	8	3	9	
SRX5992992	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3028	23.000	CP014201.1046218.1047796	1071917	3247	6	2	14	
SRX6406719	Lactobacillus harbinensis	Lactobacillus	Lactobacillus	4584	n.d.	AB194126.1.1507	1782522	5214	3	0	11	
SRX642087	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3134	698.586	CP012920.557031.558613	897859	4324	192	29	63	
SRX6454027	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	953	n.d.	AP018549.475961.477529	322281	1010	3	0	7	
SRX6454028	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1444	116.400	CP018809.1516019.1517589	500225	1698	32	5	14	
SRX6454029			Lactobacillus	2508	36.900		637271	2653	17	5	8	WARNING: missing SPAdes assembly of the SSU
SRX6454031	Lactobacillus gasseri DSM 14869	Lactobacillus	Lactobacillus	832	88.500	CP006803.1850533.1852112	305617	876	13	1	4	
SRX6454032	Lactobacillus jensenii	Lactobacillus	Lactobacillus	732	171.000	CP018809.1516019.1517589	359856	821	18	1	9	
SRX6454033	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1962	153.500	CP018809.1516019.1517589	498676	2082	17	1	9	
